prolificId,taskId,dataset,taskPrompt,taskDifficulty,taskType,userDriven,orig_group,group,accuracy,time,confidence,difficulty
5e9cfde977008723ec85506c,31,out_med_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_linear,medium_outlier_linear,0.5714285714285714,15.241,1,5
5e9cfde977008723ec85506c,32,out_med_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_linear,medium_outlier_linear,0.6,16.01,2,4
5e9cfde977008723ec85506c,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_cluster,hard_outlier_cluster,0.8947368421052632,20.052,3,3
5e9cfde977008723ec85506c,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_cluster,hard_outlier_cluster,0.9615384615384616,30.319,2,5
5e9cfde977008723ec85506c,37,out_hard_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_linear,hard_outlier_linear,1,14.331,1,5
5e9cfde977008723ec85506c,38,out_hard_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_linear,hard_outlier_linear,0.7058823529411764,19.968,2,5
5e9cfde977008723ec85506c,41,sky_easy_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",easy,skyline,supported,easy_supported_skyline,easy_skyline,0.8,26.134,2,4
5e9cfde977008723ec85506c,42,sky_easy_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",easy,skyline,manual,easy_manual_skyline,easy_skyline,0.5714285714285714,11.95,2,4
5e9cfde977008723ec85506c,44,sky_med_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",medium,skyline,supported,medium_supported_skyline,medium_skyline,1,28.525,2,4
5e9cfde977008723ec85506c,45,sky_med_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",medium,skyline,manual,medium_manual_skyline,medium_skyline,0.4545454545454546,16.458,2,5
5e9cfde977008723ec85506c,47,sky_hard_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",hard,skyline,supported,hard_supported_skyline,hard_skyline,0.8571428571428572,20.523,3,3
5e9cfde977008723ec85506c,48,sky_hard_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",hard,skyline,manual,hard_manual_skyline,hard_skyline,0.55,12.267,3,3
5e9cfde977008723ec85506c,50,lin_easy_task_1,Select all the points that are consistent with the major trend you see.,easy,linear regression,manual,easy_manual_linear regression,easy_linear regression,1,43.877,1,5
5e9cfde977008723ec85506c,51,lin_easy_task_2,Select all the points that are consistent with the major trend you see.,easy,linear regression,supported,easy_supported_linear regression,easy_linear regression,0.9950248756218906,21.259,2,5
5e9cfde977008723ec85506c,53,lin_med_task_1,Select all the points that are consistent with the major trend you see.,medium,linear regression,supported,medium_supported_linear regression,medium_linear regression,1,23.536,2,4
5e9cfde977008723ec85506c,54,lin_med_task_2,Select all the points that are consistent with the major trend you see.,medium,linear regression,manual,medium_manual_linear regression,medium_linear regression,1,16.938,2,4
5e9cfde977008723ec85506c,56,lin_hard_task_1,Select all the points that are consistent with the major trend you see.,hard,linear regression,supported,hard_supported_linear regression,hard_linear regression,0.9735449735449735,33.745,3,3
5e9cfde977008723ec85506c,57,lin_hard_task_2,Select all the points that are consistent with the major trend you see.,hard,linear regression,manual,hard_manual_linear regression,hard_linear regression,0.9660194174757282,17.842,1,5
5e9cfde977008723ec85506c,59,quad_easy_task_1,Select all the points that are consistent with the major trend you see.,easy,quadratic regression,manual,easy_manual_quadratic regression,easy_quadratic regression,1,15.91,2,4
5e9cfde977008723ec85506c,60,quad_easy_task_2,Select all the points that are consistent with the major trend you see.,easy,quadratic regression,supported,easy_supported_quadratic regression,easy_quadratic regression,0.9900497512437811,49.598,3,3
5e9cfde977008723ec85506c,62,quad_med_task_1,Select all the points that are consistent with the major trend you see.,medium,quadratic regression,supported,medium_supported_quadratic regression,medium_quadratic regression,0.9613259668508287,19.328,1,5
5e9cfde977008723ec85506c,63,quad_med_task_2,Select all the points that are consistent with the major trend you see.,medium,quadratic regression,manual,medium_manual_quadratic regression,medium_quadratic regression,0.9842931937172775,19.104,2,5
5e9cfde977008723ec85506c,65,quad_hard_task_1,Select all the points that are consistent with the major trend you see.,hard,quadratic regression,manual,hard_manual_quadratic regression,hard_quadratic regression,0.8956043956043956,19.631,2,4
5e9cfde977008723ec85506c,66,quad_hard_task_2,Select all the points that are consistent with the major trend you see.,hard,quadratic regression,supported,hard_supported_quadratic regression,hard_quadratic regression,0.8719512195121951,20.019,3,4
5e9d009318d39b2339c483a4,31,out_med_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_linear,medium_outlier_linear,0.8,25.603,1,1
5e9d009318d39b2339c483a4,32,out_med_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_linear,medium_outlier_linear,1,29.205,1,1
5e9d009318d39b2339c483a4,62,quad_med_task_1,Select all the points that are consistent with the major trend you see.,medium,quadratic regression,manual,medium_manual_quadratic regression,medium_quadratic regression,0.967741935483871,37.232,1,1
5e9d009318d39b2339c483a4,63,quad_med_task_2,Select all the points that are consistent with the major trend you see.,medium,quadratic regression,supported,medium_supported_quadratic regression,medium_quadratic regression,1,38.01,2,1
5b3d32794915d00001827df7,1,cluster_easy_task_1,Select the points which belong to the cluster centered on the cross.,easy,cluster,supported,easy_supported_cluster,easy_cluster,1,20.422,1,1
5b3d32794915d00001827df7,2,cluster_easy_task_2,Select the points which belong to the cluster centered on the cross.,easy,cluster,manual,easy_manual_cluster,easy_cluster,1,8.39,1,1
5b3d32794915d00001827df7,4,cluster_med_task_1,Select the points which belong to the cluster centered on the cross.,medium,cluster,manual,medium_manual_cluster,medium_cluster,0.9649122807017544,30.375,3,3
5b3d32794915d00001827df7,5,cluster_med_task_2,Select the points which belong to the cluster centered on the cross.,medium,cluster,supported,medium_supported_cluster,medium_cluster,1,14.059,1,1
5b3d32794915d00001827df7,7,cluster_hard_task_1,Select the points which belong to the cluster centered on the cross.,hard,cluster,manual,hard_manual_cluster,hard_cluster,0.8070175438596492,22.235,3,3
5b3d32794915d00001827df7,8,cluster_hard_task_2,Select the points which belong to the cluster centered on the cross.,hard,cluster,supported,hard_supported_cluster,hard_cluster,1,10.884,2,2
5b3d32794915d00001827df7,25,out_easy_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_linear,easy_outlier_linear,1,13.522,2,2
5b3d32794915d00001827df7,26,out_easy_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_linear,easy_outlier_linear,0.6,14.843,2,2
5b3d32794915d00001827df7,31,out_med_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_linear,medium_outlier_linear,0.5714285714285714,20.183,2,2
5b3d32794915d00001827df7,32,out_med_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_linear,medium_outlier_linear,0.75,15.861,3,3
5b3d32794915d00001827df7,37,out_hard_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_linear,hard_outlier_linear,0.7333333333333334,33.376,3,3
5b3d32794915d00001827df7,38,out_hard_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_linear,hard_outlier_linear,0.6153846153846154,11.493,3,2
5b3d32794915d00001827df7,41,sky_easy_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",easy,skyline,manual,easy_manual_skyline,easy_skyline,0.75,19.63,3,3
5b3d32794915d00001827df7,42,sky_easy_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",easy,skyline,supported,easy_supported_skyline,easy_skyline,1,67.894,5,5
5b3d32794915d00001827df7,44,sky_med_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",medium,skyline,supported,medium_supported_skyline,medium_skyline,1,30.308,2,2
5b3d32794915d00001827df7,45,sky_med_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",medium,skyline,manual,medium_manual_skyline,medium_skyline,0.8571428571428572,33.489,3,3
5b3d32794915d00001827df7,50,lin_easy_task_1,Select all the points that are consistent with the major trend you see.,easy,linear regression,manual,easy_manual_linear regression,easy_linear regression,1,10.26,1,1
5b3d32794915d00001827df7,51,lin_easy_task_2,Select all the points that are consistent with the major trend you see.,easy,linear regression,supported,easy_supported_linear regression,easy_linear regression,0.9950248756218906,13.712,1,1
5b3d32794915d00001827df7,53,lin_med_task_1,Select all the points that are consistent with the major trend you see.,medium,linear regression,supported,medium_supported_linear regression,medium_linear regression,0.9798994974874372,15.078,2,2
5b3d32794915d00001827df7,54,lin_med_task_2,Select all the points that are consistent with the major trend you see.,medium,linear regression,manual,medium_manual_linear regression,medium_linear regression,0.99,14.337,2,2
5b3d32794915d00001827df7,56,lin_hard_task_1,Select all the points that are consistent with the major trend you see.,hard,linear regression,supported,hard_supported_linear regression,hard_linear regression,0.9578947368421052,51.364,4,4
5b3d32794915d00001827df7,57,lin_hard_task_2,Select all the points that are consistent with the major trend you see.,hard,linear regression,manual,hard_manual_linear regression,hard_linear regression,0.9611650485436893,17.442,3,3
5b3d32794915d00001827df7,62,quad_med_task_1,Select all the points that are consistent with the major trend you see.,medium,quadratic regression,manual,medium_manual_quadratic regression,medium_quadratic regression,0.9226519337016574,28.168,4,4
5b3d32794915d00001827df7,63,quad_med_task_2,Select all the points that are consistent with the major trend you see.,medium,quadratic regression,supported,medium_supported_quadratic regression,medium_quadratic regression,0.9791666666666666,16.361,1,1
5b3d32794915d00001827df7,65,quad_hard_task_1,Select all the points that are consistent with the major trend you see.,hard,quadratic regression,supported,hard_supported_quadratic regression,hard_quadratic regression,0.9672131147540983,16.537,3,3
5b3d32794915d00001827df7,66,quad_hard_task_2,Select all the points that are consistent with the major trend you see.,hard,quadratic regression,manual,hard_manual_quadratic regression,hard_quadratic regression,0.6352201257861636,23.266,4,4
5db508259ca75a000d583b9a,4,cluster_med_task_1,Select the points which belong to the cluster centered on the cross.,medium,cluster,supported,medium_supported_cluster,medium_cluster,0.9824561403508771,33.24,4,5
5db508259ca75a000d583b9a,5,cluster_med_task_2,Select the points which belong to the cluster centered on the cross.,medium,cluster,manual,medium_manual_cluster,medium_cluster,1,12.64,2,3
5db508259ca75a000d583b9a,7,cluster_hard_task_1,Select the points which belong to the cluster centered on the cross.,hard,cluster,supported,hard_supported_cluster,hard_cluster,0.9661016949152542,29.647,5,5
5db508259ca75a000d583b9a,8,cluster_hard_task_2,Select the points which belong to the cluster centered on the cross.,hard,cluster,manual,hard_manual_cluster,hard_cluster,0.9782608695652174,19.68,4,4
5db508259ca75a000d583b9a,25,out_easy_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_linear,easy_outlier_linear,1,15.578,1,1
5db508259ca75a000d583b9a,26,out_easy_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_linear,easy_outlier_linear,0.4285714285714286,33.531,2,3
5db508259ca75a000d583b9a,29,out_med_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_cluster,medium_outlier_cluster,0.7142857142857143,12.938,1,2
5db508259ca75a000d583b9a,30,out_med_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_cluster,medium_outlier_cluster,0.8,38.121,1,3
5db508259ca75a000d583b9a,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_cluster,hard_outlier_cluster,1,22.423,1,2
5db508259ca75a000d583b9a,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_cluster,hard_outlier_cluster,0.96,33.621,3,3
5db508259ca75a000d583b9a,37,out_hard_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_linear,hard_outlier_linear,0.6521739130434783,41.002,3,3
5db508259ca75a000d583b9a,38,out_hard_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_linear,hard_outlier_linear,0.9230769230769231,66.036,2,3
5db508259ca75a000d583b9a,44,sky_med_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",medium,skyline,supported,medium_supported_skyline,medium_skyline,1,43.314,3,3
5db508259ca75a000d583b9a,45,sky_med_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",medium,skyline,manual,medium_manual_skyline,medium_skyline,1,32.622,3,3
5db508259ca75a000d583b9a,53,lin_med_task_1,Select all the points that are consistent with the major trend you see.,medium,linear regression,manual,medium_manual_linear regression,medium_linear regression,0.7236180904522613,22.267,3,4
5db508259ca75a000d583b9a,54,lin_med_task_2,Select all the points that are consistent with the major trend you see.,medium,linear regression,supported,medium_supported_linear regression,medium_linear regression,0.94,45.22,3,3
5db508259ca75a000d583b9a,56,lin_hard_task_1,Select all the points that are consistent with the major trend you see.,hard,linear regression,supported,hard_supported_linear regression,hard_linear regression,0.9576719576719577,40.283,3,3
5db508259ca75a000d583b9a,57,lin_hard_task_2,Select all the points that are consistent with the major trend you see.,hard,linear regression,manual,hard_manual_linear regression,hard_linear regression,0.9174757281553398,19.016,3,3
5db508259ca75a000d583b9a,59,quad_easy_task_1,Select all the points that are consistent with the major trend you see.,easy,quadratic regression,supported,easy_supported_quadratic regression,easy_quadratic regression,1,22.437,2,3
5db508259ca75a000d583b9a,60,quad_easy_task_2,Select all the points that are consistent with the major trend you see.,easy,quadratic regression,manual,easy_manual_quadratic regression,easy_quadratic regression,1,19.591,1,2
5db508259ca75a000d583b9a,62,quad_med_task_1,Select all the points that are consistent with the major trend you see.,medium,quadratic regression,manual,medium_manual_quadratic regression,medium_quadratic regression,0.9447513812154696,24.736,2,2
5db508259ca75a000d583b9a,63,quad_med_task_2,Select all the points that are consistent with the major trend you see.,medium,quadratic regression,supported,medium_supported_quadratic regression,medium_quadratic regression,0.9267015706806283,27.3,3,4
5db508259ca75a000d583b9a,65,quad_hard_task_1,Select all the points that are consistent with the major trend you see.,hard,quadratic regression,supported,hard_supported_quadratic regression,hard_quadratic regression,0.9664804469273743,36.278,2,3
5db508259ca75a000d583b9a,66,quad_hard_task_2,Select all the points that are consistent with the major trend you see.,hard,quadratic regression,manual,hard_manual_quadratic regression,hard_quadratic regression,0.7171052631578947,42.803,4,5
565955077d6957000adfe029,4,cluster_med_task_1,Select the points which belong to the cluster centered on the cross.,medium,cluster,supported,medium_supported_cluster,medium_cluster,1,26.152,1,1
565955077d6957000adfe029,5,cluster_med_task_2,Select the points which belong to the cluster centered on the cross.,medium,cluster,manual,medium_manual_cluster,medium_cluster,1,22.972,1,1
565955077d6957000adfe029,7,cluster_hard_task_1,Select the points which belong to the cluster centered on the cross.,hard,cluster,supported,hard_supported_cluster,hard_cluster,0.9827586206896551,11.33,1,1
565955077d6957000adfe029,8,cluster_hard_task_2,Select the points which belong to the cluster centered on the cross.,hard,cluster,manual,hard_manual_cluster,hard_cluster,0.7636363636363637,9.609,1,1
565955077d6957000adfe029,23,out_easy_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_cluster,easy_outlier_cluster,0.8,36.99,1,1
565955077d6957000adfe029,24,out_easy_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_cluster,easy_outlier_cluster,0.375,30.839,1,1
565955077d6957000adfe029,25,out_easy_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_linear,easy_outlier_linear,1,18.128,1,1
565955077d6957000adfe029,26,out_easy_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_linear,easy_outlier_linear,0.75,31.334,1,1
565955077d6957000adfe029,29,out_med_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_cluster,medium_outlier_cluster,0.6363636363636364,19.007,1,1
565955077d6957000adfe029,30,out_med_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_cluster,medium_outlier_cluster,1,14.299,1,1
565955077d6957000adfe029,31,out_med_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_linear,medium_outlier_linear,0.75,16.77,1,1
565955077d6957000adfe029,32,out_med_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_linear,medium_outlier_linear,0.41666666666666663,78.656,1,1
565955077d6957000adfe029,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_cluster,hard_outlier_cluster,0.85,24.233,1,1
565955077d6957000adfe029,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_cluster,hard_outlier_cluster,0.76,15.525,1,1
565955077d6957000adfe029,37,out_hard_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_linear,hard_outlier_linear,0.7333333333333334,14.431,1,1
565955077d6957000adfe029,38,out_hard_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_linear,hard_outlier_linear,1,24.293,1,1
565955077d6957000adfe029,41,sky_easy_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",easy,skyline,manual,easy_manual_skyline,easy_skyline,0.75,17.435,1,1
565955077d6957000adfe029,42,sky_easy_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",easy,skyline,supported,easy_supported_skyline,easy_skyline,1,34.229,1,1
565955077d6957000adfe029,44,sky_med_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",medium,skyline,supported,medium_supported_skyline,medium_skyline,0.23809523809523814,17.206,1,1
565955077d6957000adfe029,45,sky_med_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",medium,skyline,manual,medium_manual_skyline,medium_skyline,0.5555555555555556,21.483,1,3
565955077d6957000adfe029,47,sky_hard_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",hard,skyline,manual,hard_manual_skyline,hard_skyline,0.5555555555555556,15.626,1,3
565955077d6957000adfe029,48,sky_hard_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",hard,skyline,supported,hard_supported_skyline,hard_skyline,0.5294117647058824,21.247,1,1
565955077d6957000adfe029,50,lin_easy_task_1,Select all the points that are consistent with the major trend you see.,easy,linear regression,manual,easy_manual_linear regression,easy_linear regression,1,16.147,1,1
565955077d6957000adfe029,51,lin_easy_task_2,Select all the points that are consistent with the major trend you see.,easy,linear regression,supported,easy_supported_linear regression,easy_linear regression,0.995,20.042,1,1
565955077d6957000adfe029,53,lin_med_task_1,Select all the points that are consistent with the major trend you see.,medium,linear regression,supported,medium_supported_linear regression,medium_linear regression,1,25.733,1,1
565955077d6957000adfe029,54,lin_med_task_2,Select all the points that are consistent with the major trend you see.,medium,linear regression,manual,medium_manual_linear regression,medium_linear regression,0.995,15.565,1,1
565955077d6957000adfe029,56,lin_hard_task_1,Select all the points that are consistent with the major trend you see.,hard,linear regression,supported,hard_supported_linear regression,hard_linear regression,0.9735449735449735,18.097,1,1
565955077d6957000adfe029,57,lin_hard_task_2,Select all the points that are consistent with the major trend you see.,hard,linear regression,manual,hard_manual_linear regression,hard_linear regression,0.03301886792452835,42.014,1,1
565955077d6957000adfe029,59,quad_easy_task_1,Select all the points that are consistent with the major trend you see.,easy,quadratic regression,supported,easy_supported_quadratic regression,easy_quadratic regression,1,117.133,1,1
565955077d6957000adfe029,60,quad_easy_task_2,Select all the points that are consistent with the major trend you see.,easy,quadratic regression,manual,easy_manual_quadratic regression,easy_quadratic regression,0.985,54.776,1,1
565955077d6957000adfe029,62,quad_med_task_1,Select all the points that are consistent with the major trend you see.,medium,quadratic regression,supported,medium_supported_quadratic regression,medium_quadratic regression,0.978021978021978,535.641,1,1
565955077d6957000adfe029,63,quad_med_task_2,Select all the points that are consistent with the major trend you see.,medium,quadratic regression,manual,medium_manual_quadratic regression,medium_quadratic regression,0.9947916666666666,40.261,1,1
565955077d6957000adfe029,65,quad_hard_task_1,Select all the points that are consistent with the major trend you see.,hard,quadratic regression,manual,hard_manual_quadratic regression,hard_quadratic regression,0.6983240223463687,52.03,1,1
565955077d6957000adfe029,66,quad_hard_task_2,Select all the points that are consistent with the major trend you see.,hard,quadratic regression,supported,hard_supported_quadratic regression,hard_quadratic regression,0.8837209302325582,19.644,1,1
5c0ed000fd0c0a0001f881ea,4,cluster_med_task_1,Select the points which belong to the cluster centered on the cross.,medium,cluster,manual,medium_manual_cluster,medium_cluster,1,30.86,1,2
5c0ed000fd0c0a0001f881ea,5,cluster_med_task_2,Select the points which belong to the cluster centered on the cross.,medium,cluster,supported,medium_supported_cluster,medium_cluster,1,65.997,1,1
5c0ed000fd0c0a0001f881ea,7,cluster_hard_task_1,Select the points which belong to the cluster centered on the cross.,hard,cluster,manual,hard_manual_cluster,hard_cluster,1,58.989,3,2
5c0ed000fd0c0a0001f881ea,8,cluster_hard_task_2,Select the points which belong to the cluster centered on the cross.,hard,cluster,supported,hard_supported_cluster,hard_cluster,0.9787234042553191,78.329,2,2
5c0ed000fd0c0a0001f881ea,23,out_easy_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,supported,easy_supported_outlier_cluster,easy_outlier_cluster,0.8,50.403,1,1
5c0ed000fd0c0a0001f881ea,24,out_easy_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",easy,outlier,manual,easy_manual_outlier_cluster,easy_outlier_cluster,1,34.543,1,2
5c0ed000fd0c0a0001f881ea,31,out_med_task_3,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,supported,medium_supported_outlier_linear,medium_outlier_linear,1,47.862,1,2
5c0ed000fd0c0a0001f881ea,32,out_med_task_4,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",medium,outlier,manual,medium_manual_outlier_linear,medium_outlier_linear,0.25,73.236,2,3
5c0ed000fd0c0a0001f881ea,35,out_hard_task_1,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,manual,hard_manual_outlier_cluster,hard_outlier_cluster,0.8823529411764706,30.131,1,1
5c0ed000fd0c0a0001f881ea,36,out_hard_task_2,"Select the points that are outliers, i.e., that are not following the main pattern you see in the data.",hard,outlier,supported,hard_supported_outlier_cluster,hard_outlier_cluster,0.88,41.066,1,2
5c0ed000fd0c0a0001f881ea,41,sky_easy_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",easy,skyline,manual,easy_manual_skyline,easy_skyline,1,37.533,1,1
5c0ed000fd0c0a0001f881ea,42,sky_easy_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",easy,skyline,supported,easy_supported_skyline,easy_skyline,0.7272727272727273,120.026,1,2
5c0ed000fd0c0a0001f881ea,44,sky_med_task_1,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",medium,skyline,supported,medium_supported_skyline,medium_skyline,1,121.239,1,1
5c0ed000fd0c0a0001f881ea,45,sky_med_task_2,"Select all the rooms that are optimal as a trade-off between distance and cost.||This dataset shows hotel rooms plotted as dots, with cost per night on the Y axis, and distance to the city center on the X axis. For example, select an expensive room if it has the shortest distance, or a room far from the center if it is cheap.",medium,skyline,manual,medium_manual_skyline,medium_skyline,0.6666666666666667,72.912,1,1
5c0ed000fd0c0a0001f881ea,53,lin_med_task_1,Select all the points that are consistent with the major trend you see.,medium,linear regression,manual,medium_manual_linear regression,medium_linear regression,1,31.411,1,1
5c0ed000fd0c0a0001f881ea,54,lin_med_task_2,Select all the points that are consistent with the major trend you see.,medium,linear regression,supported,medium_supported_linear regression,medium_linear regression,1,55.439,1,1
